0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000024, 0.000000, 0.000000, 0.004755
0.000189, 0.000000, 0.000000, 0.028304
0.000189, 0.000000, 0.000000, 0.028304
0.000584, 0.000000, 0.000000, 0.050733
0.001198, 0.000000, 0.000000, 0.072096
0.001198, 0.000000, 0.000000, 0.072096
0.001198, 0.000000, 0.000000, 0.072096
0.002021, 0.000000, 0.000000, 0.092443
0.002021, 0.000000, 0.000000, 0.092443
0.003042, 0.000000, 0.000000, 0.111822
0.003042, 0.000000, 0.000000, 0.111822
0.003042, 0.000000, 0.000000, 0.111822
0.004253, 0.000000, 0.000000, 0.130280
0.004253, 0.000000, 0.000000, 0.130280
0.005644, 0.000000, 0.000000, 0.147860
0.007206, 0.000000, 0.000000, 0.164604
0.007206, 0.000000, 0.000000, 0.164604
0.008932, 0.000000, 0.000000, 0.180552
0.010813, 0.000000, 0.000000, 0.195742
0.010813, 0.000000, 0.000000, 0.195742
0.012843, 0.000000, 0.000000, 0.210209
0.012843, 0.000000, 0.000000, 0.210209
0.015014, 0.000000, 0.000000, 0.223989
0.015014, 0.000000, 0.000000, 0.223989
0.017319, 0.000000, 0.000000, 0.237113
0.017319, 0.000000, 0.000000, 0.237113
0.019753, 0.000000, 0.000000, 0.249614
0.022309, 0.000000, 0.000000, 0.261519
0.022309, 0.000000, 0.000000, 0.261519
0.024981, 0.000000, 0.000000, 0.272859
0.027763, 0.000000, 0.000000, 0.283660
0.027763, 0.000000, 0.000000, 0.283660
0.027763, 0.000000, 0.000000, 0.283660
0.030651, 0.000000, 0.000000, 0.293947
0.033640, 0.000000, 0.000000, 0.303745
0.033640, 0.000000, 0.000000, 0.303745
0.036724, 0.000000, 0.000000, 0.313077
0.039899, 0.000000, 0.000000, 0.321965
0.039899, 0.000000, 0.000000, 0.321965
0.043161, 0.000000, 0.000000, 0.330430
0.046506, 0.000000, 0.000000, 0.338493
0.049929, 0.000000, 0.000000, 0.346173
0.053427, 0.000000, 0.000000, 0.353487
0.056997, 0.000000, 0.000000, 0.360454
0.056997, 0.000000, 0.000000, 0.360454
0.060635, 0.000000, 0.000000, 0.367090
0.060635, 0.000000, 0.000000, 0.367090
0.064337, 0.000000, 0.000000, 0.373409
0.068101, 0.000000, 0.000000, 0.379429
0.071924, 0.000000, 0.000000, 0.385162
0.071924, 0.000000, 0.000000, 0.385162
0.075803, 0.000000, 0.000000, 0.390623
0.075803, 0.000000, 0.000000, 0.390623
0.075803, 0.000000, 0.000000, 0.390623
0.079735, 0.000000, 0.000000, 0.395823
0.079735, 0.000000, 0.000000, 0.395823
0.083718, 0.000000, 0.000000, 0.400777
0.087750, 0.000000, 0.000000, 0.405495
0.087750, 0.000000, 0.000000, 0.405495
0.091827, 0.000000, 0.000000, 0.409989
0.095949, 0.000000, 0.000000, 0.414269
0.100112, 0.000000, 0.000000, 0.418345
0.104315, 0.000000, 0.000000, 0.422228
0.108555, 0.000000, 0.000000, 0.425926
0.112832, 0.000000, 0.000000, 0.429448
0.112832, 0.000000, 0.000000, 0.429448
0.117143, 0.000000, 0.000000, 0.432803
0.121487, 0.000000, 0.000000, 0.435998
0.125863, 0.000000, 0.000000, 0.439042
0.125863, 0.000000, 0.000000, 0.439042
0.130268, 0.000000, 0.000000, 0.441940
0.130268, 0.000000, 0.000000, 0.441940
0.134701, 0.000000, 0.000000, 0.444701
0.139161, 0.000000, 0.000000, 0.447330
0.139161, 0.000000, 0.000000, 0.447330
0.143647, 0.000000, 0.000000, 0.449835
0.143647, 0.000000, 0.000000, 0.449835
0.148157, 0.000000, 0.000000, 0.452220
0.148157, 0.000000, 0.000000, 0.452220
0.152691, 0.000000, 0.000000, 0.454492
0.157246, 0.000000, 0.000000, 0.456656
0.157246, 0.000000, 0.000000, 0.456656
0.161823, 0.000000, 0.000000, 0.458717
0.166420, 0.000000, 0.000000, 0.460680
0.166420, 0.000000, 0.000000, 0.460680
0.175671, 0.000000, 0.000000, 0.464330
0.180322, 0.000000, 0.000000, 0.466026
0.184991, 0.000000, 0.000000, 0.467642
0.189675, 0.000000, 0.000000, 0.469181
0.189675, 0.000000, 0.000000, 0.469181
0.189675, 0.000000, 0.000000, 0.469181
0.194374, 0.000000, 0.000000, 0.470646
0.194374, 0.000000, 0.000000, 0.470646
0.199087, 0.000000, 0.000000, 0.472042
0.199087, 0.000000, 0.000000, 0.472042
0.203815, 0.000000, 0.000000, 0.473371
0.208555, 0.000000, 0.000000, 0.474637
0.208555, 0.000000, 0.000000, 0.474637
0.213307, 0.000000, 0.000000, 0.475843
0.218071, 0.000000, 0.000000, 0.476992
0.218071, 0.000000, 0.000000, 0.476992
0.222847, 0.000000, 0.000000, 0.478086
0.227633, 0.000000, 0.000000, 0.479128
0.227633, 0.000000, 0.000000, 0.479128
0.227633, 0.000000, 0.000000, 0.479128
0.232429, 0.000000, 0.000000, 0.480121
0.237235, 0.000000, 0.000000, 0.481066
0.246874, 0.000000, 0.000000, 0.482824
0.251706, 0.000000, 0.000000, 0.483640
0.251706, 0.000000, 0.000000, 0.483640
0.256547, 0.000000, 0.000000, 0.484418
0.256547, 0.000000, 0.000000, 0.484418
